Sample,Species,Location,Date,Fish #,TL
NSI 17 4 2018 30 A 8 xA jugosa,A. jugosa,North Stradbroke,17/04/2018,L4,2.681
NSI 17 4 2018 30 A 8 xA jugosa,A. jugosa,North Stradbroke,17/04/2018,L5,2.657
NSI 17 4 2018 30 A 8 xA jugosa,A. jugosa,North Stradbroke,17/04/2018,L6,2.236
NSI 17 4 2018 30 A 8 xA jugosa,A. jugosa,North Stradbroke,17/04/2018,L7,2.625
NSI 17 4 2018 30 A 8 xA jugosa,A. jugosa,North Stradbroke,17/04/2018,L8,3.262
NSI 17 8 2018 30 1 x P. grandispinis,P. grandispinis,North Stradbroke,17/08/2018,L1,2.029
NSI 18 7 2018 30 A 1 xA jugosa,A. jugosa,North Stradbroke,18/07/2018,L1,3.537
NSI 18 7 2018 60 A+B 1 x p grandispinis,P. grandispinis,North Stradbroke,18/07/2018,L1,2.243
NSI 18 7 2018 60 A+B 3 xA jugosa,A. jugosa,North Stradbroke,18/07/2018,L1,2.918
NSI 18 7 2018 60 A+B 3 xA jugosa,A. jugosa,North Stradbroke,18/07/2018,L2,3.105
NSI 18 7 2018 60 A+B 3 xA jugosa,A. jugosa,North Stradbroke,18/07/2018,L3,4.573
NSI 20 3 2018 30 1 x A jugosa,A. jugosa,North Stradbroke,20/03/2018,L1,2.295
NSI 20 3 2018 30 1 x P endrachthenisis,P. endrachtensis,North Stradbroke,20/03/2018,L1,2.238
NSI 24 4 2017 30 3 x P endrachthensis,P. endrachtensis,North Stradbroke,24/04/2017,L1,3.482
NSI 24 4 2017 30 3 x P endrachthensis,P. endrachtensis,North Stradbroke,24/04/2017,L2,2.206
NSI 24 4 2017 30 3 x P endrachthensis,P. endrachtensis,North Stradbroke,24/04/2017,L3,3.07
NSI 24 4 2017 30 6 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L1,7.885
NSI 24 4 2017 30 6 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L2,3.188
NSI 24 4 2017 30 6 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L3,2.039
NSI 24 4 2017 30 6 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L4,3.191
NSI 24 4 2017 30 6 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L5,3.583
NSI 24 4 2017 30 6 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L6,3.508
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L1,7.109
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L2,7.315
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L3,6.38
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L4,7.619
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L5,5.272
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L6,5.694
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L7,3.021
Nsi 24 4 2017 60 8 x A jugosa,A. jugosa,North Stradbroke,24/04/2017,L8,2.394
MAI - 2.3.2018 - Sample 1 - 4x P. bassensis,P. bassensis,Maria Island,2/03/2018,L1,8.406
MAI - 2.3.2018 - Sample 1 - 4x P. bassensis,P. bassensis,Maria Island,2/03/2018,L2,4.024
MAI - 2.3.2018 - Sample 1 - 4x P. bassensis,P. bassensis,Maria Island,2/03/2018,L3,4.837
MAI - 2.3.2018 - Sample 1 - 4x P. bassensis,P. bassensis,Maria Island,2/03/2018,L4,2.865
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L1,8.732
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L2,8.172
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L3,7.045
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L4,5.787
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L5,4.616
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L6,10.56
MAI - 2.3.2018 - Sample 2 - 7x P. bassensis,P. bassensis,Maria Island,2/03/2018,L7,7.062
MAI - 5.11.2017 - Rep 2 - 1x P. bassensis,P. bassensis,Maria Island,5/11/2017,L1,4.079
MAI - 5.11.2017 - Sample 1 - 1x P. bassensis,P. bassensis,Maria Island,5/11/2017,L1,3.554
MAI - 16.3.2018 - Sample A - 2x P. richardsoni,P. richardsoni,Maria Island,16/03/2018,L1,6.512
MAI - 16.3.2018 - Sample A - 2x P. richardsoni,P. richardsoni,Maria Island,16/03/2018,L2,5.398
MAI - 16.3.2018 - Sample B - 1x P. bassensis,P. bassensis,Maria Island,16/03/2018,L1,6.156
MAI - 16.3.2018 - Sample B - 1x P. richardsoni,P. richardsoni,Maria Island,16/03/2018,L1,6.743
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L1,5.334
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L2,4.208
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L3,3.534
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L4,3.863
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L5,4.904
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L6,3.365
MAI - 19.10.18 ETOH Tow 3 - 7x P. bassensis,P. bassensis,Maria Island,19/10/2018,L7,5.077
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L1,2.964
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L2,3.175
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L3,4.04
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L4,4.527
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L5,2.542
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L6,2.972
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L7,2.5
MAI - 19.10.18 ETOH Tow 3 - 8x P. bassensis,P. bassensis,Maria Island,19/10/2018,L8,4.773
MAI - 19.10.2019 - Form A - 6x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L1,4.089
MAI - 19.10.2019 - Form A - 6x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L2,2.596
MAI - 19.10.2019 - Form A - 6x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L3,3.397
MAI - 19.10.2019 - Form A - 6x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L4,4.631
MAI - 19.10.2019 - Form A - 6x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L5,3.579
MAI - 19.10.2019 - Form A - 6x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L6,2.911
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L1,4.588
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L2,4.438
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L3,2.842
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L4,4.708
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L5,6.495
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L6,4.305
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L7,3.875
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L8,4.005
MAI - 19.10.2019 - Form A - 9x P. bassensis 3 (second from left is non-flathead),P. bassensis,Maria Island,19/10/2019,L9,3.758
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L1,2.477
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L2,3.738
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L3,4.552
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L4,4.43
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L5,5.367
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L6,3.052
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L7,4.916
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L8,3.017
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L9,3.499
MAI - 19.10.2019 - Form A - 10x P. bassensis,P. bassensis,Maria Island,19/10/2019,L10,3.565
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L1,4.543
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L2,5.177
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L3,4.783
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L4,4.639
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L5,4.574
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L6,4.425
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L7,4.287
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L8,3.126
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L9,4.712
MAI - 19.10.2019 - Form A - 10x P. bassensis 2,P. bassensis,Maria Island,19/10/2019,L10,3.715
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L1,3.32
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L2,4.053
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L3,5.103
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L4,6.676
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L5,3.456
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L6,4.278
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L7,2.937
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L8,3.623
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L9,2.723
MAI - 19.10.2019 - Form A - 10x P. bassensis 4,P. bassensis,Maria Island,19/10/2019,L10,6.736
MAI - 20.9.18 - ETOH - 1x P. bassensis,P. bassensis,Maria Island,20/09/2018,L1,3.412
MAI A - 24.3.2017 - 2x P. richardsoni,P. richardsoni,Maria Island,24/03/2017,L1,8.152
MAI A - 24.3.2017 - 2x P. richardsoni,P. richardsoni,Maria Island,24/03/2017,L2,3.721
MAI B - 24.3.2017 - 2x P. richardsoni,P. richardsoni,Maria Island,24/03/2017,L1,3.358
MAI B - 24.3.2017 - 2x P. richardsoni,P. richardsoni,Maria Island,24/03/2017,L2,3.308
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L1,10.04
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L2,4.138
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L3,5.079
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L4,4.357
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L5,3.843
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L6,4.595
MAI Sample B - 24.2.2017 - 7x P. bassensis,P. bassensis,Maria Island,24/02/2017,L7,7.712
MAI20141209B - 1x P. bassensis,P. bassensis,Maria Island,9/12/2014,L1,4.717
MAI20160304 A - 4x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L1,5.523
MAI20160304 A - 4x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L2,5.509
MAI20160304 A - 4x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L3,5.405
MAI20160304 A - 4x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L4,5.834
MAI20160304 A - 5x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L1,4.293
MAI20160304 A - 5x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L2,3.615
MAI20160304 A - 5x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L3,4.831
MAI20160304 A - 5x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L4,4.618
MAI20160304 A - 5x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L5,2.172
MAI20160304 A - 5x P. bassensis 3,P. bassensis,Maria Island,4/03/2016,L1,13.581
MAI20160304 A - 5x P. bassensis 3,P. bassensis,Maria Island,4/03/2016,L2,8.582
MAI20160304 A - 5x P. bassensis 3,P. bassensis,Maria Island,4/03/2016,L3,10.253
MAI20160304 A - 5x P. bassensis 3,P. bassensis,Maria Island,4/03/2016,L4,9.477
MAI20160304 A - 5x P. bassensis 3,P. bassensis,Maria Island,4/03/2016,L5,11.157
MAI20160304 A - 5x P. bassensis,P. bassensis,Maria Island,4/03/2016,L1,4.143
MAI20160304 A - 5x P. bassensis,P. bassensis,Maria Island,4/03/2016,L2,6.247
MAI20160304 A - 5x P. bassensis,P. bassensis,Maria Island,4/03/2016,L3,3.735
MAI20160304 A - 5x P. bassensis,P. bassensis,Maria Island,4/03/2016,L4,4.657
MAI20160304 A - 5x P. bassensis,P. bassensis,Maria Island,4/03/2016,L5,5.338
MAI20160304 A - 6x P. bassensis,P. bassensis,Maria Island,4/03/2016,L1,8.216
MAI20160304 A - 6x P. bassensis,P. bassensis,Maria Island,4/03/2016,L2,9.623
MAI20160304 A - 6x P. bassensis,P. bassensis,Maria Island,4/03/2016,L3,11.379
MAI20160304 A - 6x P. bassensis,P. bassensis,Maria Island,4/03/2016,L4,7.486
MAI20160304 A - 6x P. bassensis,P. bassensis,Maria Island,4/03/2016,L5,11.68
MAI20160304 A - 6x P. bassensis,P. bassensis,Maria Island,4/03/2016,L6,3.278
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L1,3.448
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L2,4.37
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L3,4.36
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L4,3.92
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L5,4.778
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L6,3.328
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L7,5.186
MAI20160304 A - 8x P. bassensis 2,P. bassensis,Maria Island,4/03/2016,L8,5.746
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L1,4.788
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L2,4.205
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L3,4.374
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L4,2.774
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L5,4.29
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L6,5.707
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L7,5.144
MAI20160304 A - 8x P. bassensis,P. bassensis,Maria Island,4/03/2016,L8,4.56
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L1,5.225
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L2,4.422
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L3,4.937
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L4,4.217
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L5,3.677
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L6,4.357
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L7,5.667
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L8,4.074
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L9,4.541
MAI20160304 A - 10x P. bassensis,P. bassensis,Maria Island,4/03/2016,L10,4.375
MAI20160927 - 4x P. bassensis,P. bassensis,Maria Island,27/09/2016,L1,4.46
MAI20160927 - 4x P. bassensis,P. bassensis,Maria Island,27/09/2016,L2,3.699
MAI20160927 - 4x P. bassensis,P. bassensis,Maria Island,27/09/2016,L3,3.366
MAI20160927 - 4x P. bassensis,P. bassensis,Maria Island,27/09/2016,L4,7.506
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L1,6.133
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L2,3.04
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L3,3.913
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L4,7.61
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L5,4.469
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L6,3.001
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L7,5.652
MAI20160927A - 8x P. bassensis,P. bassensis,Maria Island,27/09/2016,L8,4.19
MAI20161118 B - 6x P. bassensis,P. bassensis,Maria Island,18/11/2016,L1,6.277
MAI20161118 B - 6x P. bassensis,P. bassensis,Maria Island,18/11/2016,L2,7.916
MAI20161118 B - 6x P. bassensis,P. bassensis,Maria Island,18/11/2016,L3,7.52
MAI20161118 B - 6x P. bassensis,P. bassensis,Maria Island,18/11/2016,L4,8.615
MAI20161118 B - 6x P. bassensis,P. bassensis,Maria Island,18/11/2016,L5,6.068
MAI20161118 B - 6x P. bassensis,P. bassensis,Maria Island,18/11/2016,L6,6.153
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L1,5.844
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L2,5.625
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L3,5.289
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L4,5.555
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L5,5.799
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L6,5.669
MAI20161118 B - 7x P. bassensis,P. bassensis,Maria Island,18/11/2016,L7,5.28
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L1,2.457
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L2,3.028
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L3,3.678
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L4,1.942
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L5,2.28
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L6,2.882
MAI20161118 B - 7x P. richardsoni,P. richardsoni,Maria Island,18/11/2016,L7,4.279
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L1,3.748
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L2,4.472
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L3,4.626
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L4,4.96
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L5,2.989
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L6,4.455
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L7,4.693
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L8,4.77
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L9,4.16
MAI20161118 B - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L10,3.871
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L1,3.85
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L2,5.41
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L3,4.964
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L4,7.087
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L5,4.235
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L6,4.354
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L7,5.04
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L8,2.885
MAI20161118 B - 9x P. bassensis,P. bassensis,Maria Island,18/11/2016,L9,3.169
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L1,12.011
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L2,3.831
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L3,4.338
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L4,3.492
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L5,4.242
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L6,5.024
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L7,2.938
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L8,4.232
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L9,1.979
MAI20161118A - 10x P. bassensis,P. bassensis,Maria Island,18/11/2016,L10,2.498
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L1,8.788
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L2,5.394
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L3,10.801
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L4,4.002
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L5,4.425
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L6,5.445
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L7,3.355
MAI20181205B - 8x P. bassensis 2,P. bassensis,Maria Island,5/12/2018,L8,2.549
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L1,4.444
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L2,4.081
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L3,9.287
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L4,7.076
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L5,4.513
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L6,7.105
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L7,4.558
MAI20181205B - 8x P. bassensis,P. bassensis,Maria Island,5/12/2018,L8,6.237
MAI20190107B - 1x P. richardsoni,P. richardsoni,Maria Island,7/01/2019,L1,4.276
MAI20190107B - 5x P. bassensis,P. bassensis,Maria Island,7/01/2019,L1,5.948
MAI20190107B - 5x P. bassensis,P. bassensis,Maria Island,7/01/2019,L2,4.932
MAI20190107B - 5x P. bassensis,P. bassensis,Maria Island,7/01/2019,L3,6.491
MAI20190107B - 5x P. bassensis,P. bassensis,Maria Island,7/01/2019,L4,5.549
MAI20190107B - 5x P. bassensis,P. bassensis,Maria Island,7/01/2019,L5,5.937
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L1,5.905
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L2,5.976
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L3,4.919
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L4,5.31
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L5,5.258
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L6,6.016
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L7,5.082
MAI20190107B - 8x P. bassensis,P. bassensis,Maria Island,7/01/2019,L8,4.615
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L1,4.638
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L2,6.102
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L3,6.966
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L4,4.845
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L5,6.425
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L6,4.432
MAI20190107B - 9x P. bassensis,P. bassensis,Maria Island,7/01/2019,L7,6.122
